DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FI,2022,92.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2000,96.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2001,99.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2002,98,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2003,99.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2004,100.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2006,98.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2007,96.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2008,97.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2009,93.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2010,96.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2011,92.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2012,95.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2013,97.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2014,90.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2015,92.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2016,93.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2017,93.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2018,91.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2019,90.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2020,81,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2021,89.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,FR,2022,86.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2000,82.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2001,87,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2002,88,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2003,94.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2004,96.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2006,100.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2007,100.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2008,102.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2009,99.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2010,99.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2011,96.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2012,91.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2013,90.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2014,86.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2015,90.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2016,91.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2017,95.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2018,94.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2019,95.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2020,89.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2021,96.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HR,2022,95.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2000,86.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2001,90.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2002,90.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2003,94.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2004,93.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2006,98.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2007,93.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2008,93.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2009,91.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2010,93.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2011,93.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2012,87.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2013,88.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2014,86.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2015,92.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2016,94.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2017,98.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2018,98.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2019,99.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2020,96.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2021,101.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,HU,2022,97.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2000,85.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2001,89.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2002,89.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2003,92.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2004,94.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2006,104.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2007,104.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2008,104.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2009,93.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2010,94.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2011,87.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2012,85.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2013,86.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2014,86.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2015,89.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2016,93.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2017,93.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2018,98.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2019,98.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2020,88.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2021,90.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IE,2022,94.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2000,93.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2001,93.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2002,96.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2003,96.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2004,99.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2006,108.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2007,117.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2008,133.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2009,133.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2010,131.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2011,132.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2012,136.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2013,142.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2014,145.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2015,152.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2016,154.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2017,160.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2018,174.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2019,161.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2020,147.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IS,2021,155.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2000,91,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2001,91.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2002,92.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2003,97.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2004,97.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2006,98.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2007,98.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2008,97.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2009,92,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2010,93.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2011,89.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2012,88.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2013,86.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2014,82.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2015,84.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2016,84.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2017,83.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2018,84.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2019,84.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2020,74.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2021,83.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,IT,2022,81.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2000,80.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2001,83.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2002,87.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2003,90.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2004,94.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2006,105.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2007,111.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2008,109.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2009,99.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2010,102.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2011,102.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2012,105,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2013,102.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2014,104.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2015,104.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2016,109.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2017,114.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2018,119.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2019,119,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2020,113.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2021,121.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LT,2022,115.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2000,78.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2001,82.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2002,82.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2003,88.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2004,97.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2006,98.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2007,97,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2008,97.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2009,91.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2010,96.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2011,95.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2012,93.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2013,92.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2014,89.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2015,89.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2016,90.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2017,93.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2018,97.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2019,98,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2020,85.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2021,90.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LU,2022,82,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2000,81,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2001,88.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2002,90.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2003,94.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2004,97.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2006,104.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2007,108.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2008,103.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2009,100.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2010,102.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2011,96.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2012,100.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2013,95.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2014,96.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2015,94.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2016,95.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2017,99.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2018,104,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2019,101.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2020,95.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2021,101,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,LV,2022,98.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2006,102.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2007,112.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2008,113.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2009,95,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2010,93.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2011,95.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2012,93.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2013,85.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2014,84.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2015,89.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2016,92.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2017,98.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2018,98.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2019,102.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2020,91.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,ME,2021,105.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2000,91,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2001,81,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2002,84.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2003,93.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2004,92,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2006,100.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2007,106.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2008,103.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2009,96,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2010,102.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2011,109.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2012,106.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2013,104.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2014,103.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2015,106.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2016,106.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2017,107.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2018,106.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2019,112.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2020,104.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MK,2021,113.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2000,96,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2001,87,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2002,79,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2003,85.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2004,96.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2006,100.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2007,103.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2008,107.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2009,97.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2010,108.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2011,106.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2012,109.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2013,113.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2014,117.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2015,124.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2016,125.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2017,134,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2018,142.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2019,150.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2020,117.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2021,126.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,MT,2022,150.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2000,96.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2001,98,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2002,98,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2003,99.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2004,100.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2006,99.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2007,98.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2008,99.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2009,95.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2010,102.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2011,95.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2012,95.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2013,95.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2014,87.4,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2015,89.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2016,91.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2017,92,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2018,92.6,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2019,90.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2020,83,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2021,86,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NL,2022,79.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2000,97.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2001,98.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2002,97.3,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2003,96.9,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2004,99.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2005,100,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2006,99.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2007,101.5,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2008,101.8,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2009,98.2,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2010,106.7,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2011,103.1,
ESTAT:SDG_07_11(1.0),18/04/24 23:00:00,A,I05,NO,2012,104.3,
